,SoSciCondition,participantID,condition,Text_SoSci,color,sentence_x,answer,Text_x,Position,sentence_y,confidence,sentence_x,reading_time,sentence_y,truthvalue,Text_y,read,correctAnswer
3573,2,69938,high,2,3,T208_07,1,2,7,T207_07,5.0,T209_07a,2971.0,TC04x07,true,TC04,1,1
3574,1,98506,low,2,1,T208_07,1,2,7,T207_07,5.0,T209_07a,3089.0,TC04x07,true,TC04,1,1
3575,3,15945,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,1744.0,TC04x07,true,TC04,1,1
3576,2,76908,high,2,4,T208_07,0,2,7,T207_07,6.0,T209_07a,5840.0,TC04x07,true,TC04,1,0
3577,2,58701,high,2,4,T208_07,1,2,7,T207_07,6.0,T209_07a,1809.0,TC04x07,true,TC04,1,1
3578,3,44149,control,2,5,T208_07,1,2,7,T207_07,6.0,T209_07a,1418.0,TC04x07,true,TC04,1,1
3579,3,99139,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,2627.0,TC04x07,true,TC04,1,1
3580,1,16696,low,2,2,T208_07,1,2,7,T207_07,5.0,T209_07a,1237.0,TC04x07,true,TC04,1,1
3581,3,33726,control,2,5,T208_07,1,2,7,T207_07,6.0,T209_07a,1303.0,TC04x07,false,TC04,1,1
3582,2,18184,high,2,3,T208_07,1,2,7,T207_07,6.0,T209_07a,698.0,TC04x07,false,TC04,1,1
3583,1,25745,low,2,2,T208_07,0,2,7,T207_07,2.0,T209_07a,1667.0,TC04x07,true,TC04,1,0
3584,3,57556,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,6152.0,TC04x07,true,TC04,1,1
3585,3,48085,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,1616.0,TC04x07,true,TC04,1,1
3586,2,64919,high,2,3,T208_07,0,2,7,T207_07,6.0,T209_07a,1886.0,TC04x07,false,TC04,1,0
3587,1,39747,low,2,1,T208_07,1,2,7,T207_07,6.0,T209_07a,2521.0,TC04x07,true,TC04,1,1
3588,1,84131,low,2,2,T208_07,1,2,7,T207_07,6.0,T209_07a,1345.0,TC04x07,true,TC04,1,1
3589,1,10520,low,2,2,T208_07,1,2,7,T207_07,6.0,T209_07a,4200.0,TC04x07,true,TC04,1,1
3590,3,36326,control,2,7,T208_07,1,2,7,T207_07,6.0,T209_07a,2316.0,TC04x07,true,TC04,1,1
3591,2,45039,high,2,3,T208_07,1,2,7,T207_07,5.0,T209_07a,2705.0,TC04x07,true,TC04,1,1
3592,1,17217,low,2,1,T208_07,1,2,7,T207_07,6.0,T209_07a,9926.0,TC04x07,true,TC04,1,1
3593,1,76985,low,2,2,T208_07,1,2,7,T207_07,6.0,T209_07a,1793.0,TC04x07,true,TC04,1,1
3594,2,83502,high,2,3,T208_07,1,2,7,T207_07,5.0,T209_07a,1481.0,TC04x07,true,TC04,1,1
3595,3,7812,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,2448.0,TC04x07,true,TC04,1,1
3596,1,97420,low,2,1,T208_07,1,2,7,T207_07,4.0,T209_07a,5480.0,TC04x07,true,TC04,1,1
3597,3,42490,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,2988.0,TC04x07,true,TC04,1,1
3598,1,24922,low,2,2,T208_07,1,2,7,T207_07,5.0,T209_07a,7099.0,TC04x07,false,TC04,1,1
3599,1,74774,low,2,2,T208_07,1,2,7,T207_07,6.0,T209_07a,1664.0,TC04x07,false,TC04,1,1
3600,2,35764,high,2,3,T208_07,1,2,7,T207_07,6.0,T209_07a,5665.0,TC04x07,true,TC04,1,1
3601,3,24491,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,2145.0,TC04x07,true,TC04,1,1
3602,2,47004,high,2,3,T208_07,1,2,7,T207_07,4.0,T209_07a,2080.0,TC04x07,true,TC04,1,1
3603,1,47438,low,2,2,T208_07,1,2,7,T207_07,6.0,T209_07a,2149.0,TC04x07,true,TC04,1,1
3604,1,4124,low,2,2,T208_07,1,2,7,T207_07,5.0,T209_07a,3425.0,TC04x07,true,TC04,1,1
3605,2,70540,high,2,4,T208_07,1,2,7,T207_07,5.0,T209_07a,800.0,TC04x07,true,TC04,1,1
3606,2,58652,high,2,3,T208_07,1,2,7,T207_07,6.0,T209_07a,1031.0,TC04x07,false,TC04,1,1
3607,3,2658,control,2,5,T208_07,1,2,7,T207_07,6.0,T209_07a,5169.0,TC04x07,true,TC04,1,1
3608,3,68838,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,1666.0,TC04x07,true,TC04,1,1
3609,1,33617,low,2,1,T208_07,1,2,7,T207_07,5.0,T209_07a,1507.0,TC04x07,true,TC04,1,1
3610,2,43129,high,2,4,T208_07,1,2,7,T207_07,4.0,T209_07a,1507.0,TC04x07,false,TC04,1,1
3611,1,44306,low,2,2,T208_07,1,2,7,T207_07,6.0,T209_07a,12530.0,TC04x07,false,TC04,1,1
3612,3,42245,control,2,6,T208_07,1,2,7,T207_07,6.0,T209_07a,1158.0,TC04x07,false,TC04,1,1
3613,2,12946,high,2,4,T208_07,1,2,7,T207_07,6.0,T209_07a,2183.0,TC04x07,true,TC04,1,1
3614,1,79469,low,2,2,T208_07,1,2,7,T207_07,6.0,T209_07a,2177.0,TC04x07,true,TC04,1,1
3615,2,69938,high,2,3,T208_08,1,2,8,T207_08,4.0,T209_08a,8685.0,TC04x08,false,TC04,1,1
3616,1,98506,low,2,1,T208_08,0,2,8,T207_08,1.0,T209_08a,2351.0,TC04x08,true,TC04,1,0
3617,3,15945,control,2,6,T208_08,0,2,8,T207_08,3.0,T209_08a,1396.0,TC04x08,false,TC04,1,0
3618,2,76908,high,2,4,T208_08,0,2,8,T207_08,4.0,T209_08a,3232.0,TC04x08,true,TC04,1,0
3619,2,58701,high,2,4,T208_08,1,2,8,T207_08,6.0,T209_08a,1319.0,TC04x08,true,TC04,1,1
3620,3,44149,control,2,5,T208_08,1,2,8,T207_08,6.0,T209_08a,2320.0,TC04x08,false,TC04,1,1
3621,3,99139,control,2,6,T208_08,1,2,8,T207_08,6.0,T209_08a,1923.0,TC04x08,true,TC04,1,1
3622,1,16696,low,2,2,T208_08,1,2,8,T207_08,3.0,T209_08a,988.0,TC04x08,false,TC04,1,1
3623,3,33726,control,2,5,T208_08,1,2,8,T207_08,6.0,T209_08a,1382.0,TC04x08,false,TC04,1,1
3624,2,18184,high,2,3,T208_08,1,2,8,T207_08,6.0,T209_08a,3956.0,TC04x08,true,TC04,1,1
3625,1,25745,low,2,2,T208_08,0,2,8,T207_08,2.0,T209_08a,1756.0,TC04x08,true,TC04,1,0
3626,3,57556,control,2,6,T208_08,1,2,8,T207_08,6.0,T209_08a,4291.0,TC04x08,true,TC04,1,1
3627,3,48085,control,2,6,T208_08,1,2,8,T207_08,5.0,T209_08a,1846.0,TC04x08,false,TC04,1,1
3628,2,64919,high,2,3,T208_08,0,2,8,T207_08,6.0,T209_08a,1803.0,TC04x08,false,TC04,1,0
3629,1,39747,low,2,1,T208_08,1,2,8,T207_08,6.0,T209_08a,3203.0,TC04x08,true,TC04,1,1
3630,1,84131,low,2,2,T208_08,1,2,8,T207_08,5.0,T209_08a,1062.0,TC04x08,true,TC04,1,1
3631,1,10520,low,2,2,T208_08,1,2,8,T207_08,6.0,T209_08a,2774.0,TC04x08,true,TC04,1,1
3632,3,36326,control,2,7,T208_08,1,2,8,T207_08,6.0,T209_08a,2353.0,TC04x08,true,TC04,1,1
3633,2,45039,high,2,3,T208_08,0,2,8,T207_08,2.0,T209_08a,453.0,TC04x08,true,TC04,1,0
3634,1,17217,low,2,1,T208_08,1,2,8,T207_08,4.0,T209_08a,5190.0,TC04x08,true,TC04,1,1
3635,1,76985,low,2,2,T208_08,1,2,8,T207_08,4.0,T209_08a,861.0,TC04x08,true,TC04,1,1
3636,2,83502,high,2,3,T208_08,1,2,8,T207_08,4.0,T209_08a,1331.0,TC04x08,true,TC04,1,1
3637,3,7812,control,2,6,T208_08,1,2,8,T207_08,6.0,T209_08a,1880.0,TC04x08,true,TC04,1,1
3638,1,97420,low,2,1,T208_08,0,2,8,T207_08,2.0,T209_08a,8232.0,TC04x08,false,TC04,1,0
3639,3,42490,control,2,6,T208_08,1,2,8,T207_08,6.0,T209_08a,3770.0,TC04x08,true,TC04,1,1
3640,1,24922,low,2,2,T208_08,1,2,8,T207_08,4.0,T209_08a,5107.0,TC04x08,true,TC04,1,1
3641,1,74774,low,2,2,T208_08,0,2,8,T207_08,6.0,T209_08a,1744.0,TC04x08,true,TC04,1,0
3642,2,35764,high,2,3,T208_08,1,2,8,T207_08,5.0,T209_08a,4768.0,TC04x08,true,TC04,1,1
3643,3,24491,control,2,6,T208_08,1,2,8,T207_08,6.0,T209_08a,1464.0,TC04x08,true,TC04,1,1
3644,2,47004,high,2,3,T208_08,1,2,8,T207_08,3.0,T209_08a,1624.0,TC04x08,true,TC04,1,1
3645,1,47438,low,2,2,T208_08,1,2,8,T207_08,6.0,T209_08a,1586.0,TC04x08,true,TC04,1,1
3646,1,4124,low,2,2,T208_08,1,2,8,T207_08,4.0,T209_08a,5823.0,TC04x08,false,TC04,1,1
3647,2,70540,high,2,4,T208_08,0,2,8,T207_08,3.0,T209_08a,952.0,TC04x08,true,TC04,1,0
3648,2,58652,high,2,3,T208_08,1,2,8,T207_08,6.0,T209_08a,7300.0,TC04x08,true,TC04,1,1
3649,3,2658,control,2,5,T208_08,1,2,8,T207_08,5.0,T209_08a,4392.0,TC04x08,true,TC04,1,1
3650,3,68838,control,2,6,T208_08,1,2,8,T207_08,5.0,T209_08a,1715.0,TC04x08,true,TC04,1,1
3651,1,33617,low,2,1,T208_08,0,2,8,T207_08,2.0,T209_08a,1317.0,TC04x08,false,TC04,1,0
3652,2,43129,high,2,4,T208_08,1,2,8,T207_08,6.0,T209_08a,1437.0,TC04x08,true,TC04,1,1
3653,1,44306,low,2,2,T208_08,1,2,8,T207_08,6.0,T209_08a,15201.0,TC04x08,false,TC04,1,1
3654,3,42245,control,2,6,T208_08,0,2,8,T207_08,6.0,T209_08a,987.0,TC04x08,true,TC04,1,0
3655,2,12946,high,2,4,T208_08,0,2,8,T207_08,4.0,T209_08a,1706.0,TC04x08,false,TC04,1,0
3656,1,79469,low,2,2,T208_08,1,2,8,T207_08,5.0,T209_08a,1544.0,TC04x08,true,TC04,1,1
3657,2,69938,high,2,3,T208_09,1,2,9,T207_09,4.0,T209_09a,3975.0,TC04x09,false,TC04,1,1
3658,1,98506,low,2,1,T208_09,1,2,9,T207_09,6.0,T209_09a,2027.0,TC04x09,false,TC04,1,1
3659,3,15945,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,1753.0,TC04x09,false,TC04,1,1
3660,2,76908,high,2,4,T208_09,0,2,9,T207_09,6.0,T209_09a,4288.0,TC04x09,false,TC04,1,0
3661,2,58701,high,2,4,T208_09,1,2,9,T207_09,5.0,T209_09a,2276.0,TC04x09,true,TC04,1,1
3662,3,44149,control,2,5,T208_09,1,2,9,T207_09,6.0,T209_09a,1208.0,TC04x09,true,TC04,1,1
3663,3,99139,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,1900.0,TC04x09,true,TC04,1,1
3664,1,16696,low,2,2,T208_09,1,2,9,T207_09,4.0,T209_09a,1205.0,TC04x09,true,TC04,1,1
3665,3,33726,control,2,5,T208_09,1,2,9,T207_09,6.0,T209_09a,1471.0,TC04x09,true,TC04,1,1
3666,2,18184,high,2,3,T208_09,1,2,9,T207_09,6.0,T209_09a,2415.0,TC04x09,true,TC04,1,1
3667,1,25745,low,2,2,T208_09,1,2,9,T207_09,6.0,T209_09a,1819.0,TC04x09,false,TC04,1,1
3668,3,57556,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,4812.0,TC04x09,true,TC04,1,1
3669,3,48085,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,1458.0,TC04x09,false,TC04,1,1
3670,2,64919,high,2,3,T208_09,0,2,9,T207_09,4.0,T209_09a,1913.0,TC04x09,true,TC04,1,0
3671,1,39747,low,2,1,T208_09,1,2,9,T207_09,6.0,T209_09a,4193.0,TC04x09,true,TC04,1,1
3672,1,84131,low,2,2,T208_09,1,2,9,T207_09,6.0,T209_09a,1315.0,TC04x09,true,TC04,1,1
3673,1,10520,low,2,2,T208_09,1,2,9,T207_09,4.0,T209_09a,6259.0,TC04x09,true,TC04,1,1
3674,3,36326,control,2,7,T208_09,1,2,9,T207_09,6.0,T209_09a,2589.0,TC04x09,true,TC04,1,1
3675,2,45039,high,2,3,T208_09,1,2,9,T207_09,4.0,T209_09a,1458.0,TC04x09,false,TC04,1,1
3676,1,17217,low,2,1,T208_09,1,2,9,T207_09,4.0,T209_09a,4041.0,TC04x09,false,TC04,1,1
3677,1,76985,low,2,2,T208_09,1,2,9,T207_09,2.0,T209_09a,809.0,TC04x09,true,TC04,1,1
3678,2,83502,high,2,3,T208_09,1,2,9,T207_09,6.0,T209_09a,1638.0,TC04x09,true,TC04,1,1
3679,3,7812,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,1927.0,TC04x09,true,TC04,1,1
3680,1,97420,low,2,1,T208_09,0,2,9,T207_09,2.0,T209_09a,1744.0,TC04x09,false,TC04,1,0
3681,3,42490,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,2129.0,TC04x09,true,TC04,1,1
3682,1,24922,low,2,2,T208_09,1,2,9,T207_09,6.0,T209_09a,2767.0,TC04x09,false,TC04,1,1
3683,1,74774,low,2,2,T208_09,0,2,9,T207_09,4.0,T209_09a,1320.0,TC04x09,true,TC04,1,0
3684,2,35764,high,2,3,T208_09,1,2,9,T207_09,6.0,T209_09a,4976.0,TC04x09,true,TC04,1,1
3685,3,24491,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,1520.0,TC04x09,false,TC04,1,1
3686,2,47004,high,2,3,T208_09,1,2,9,T207_09,5.0,T209_09a,1656.0,TC04x09,true,TC04,1,1
3687,1,47438,low,2,2,T208_09,1,2,9,T207_09,6.0,T209_09a,1990.0,TC04x09,true,TC04,1,1
3688,1,4124,low,2,2,T208_09,0,2,9,T207_09,1.0,T209_09a,5039.0,TC04x09,false,TC04,1,0
3689,2,70540,high,2,4,T208_09,1,2,9,T207_09,3.0,T209_09a,880.0,TC04x09,true,TC04,1,1
3690,2,58652,high,2,3,T208_09,1,2,9,T207_09,6.0,T209_09a,3809.0,TC04x09,true,TC04,1,1
3691,3,2658,control,2,5,T208_09,1,2,9,T207_09,4.0,T209_09a,4947.0,TC04x09,true,TC04,1,1
3692,3,68838,control,2,6,T208_09,1,2,9,T207_09,6.0,T209_09a,1366.0,TC04x09,false,TC04,1,1
3693,1,33617,low,2,1,T208_09,1,2,9,T207_09,3.0,T209_09a,1497.0,TC04x09,true,TC04,1,1
3694,2,43129,high,2,4,T208_09,1,2,9,T207_09,6.0,T209_09a,1554.0,TC04x09,false,TC04,1,1
3695,1,44306,low,2,2,T208_09,1,2,9,T207_09,6.0,T209_09a,8956.0,TC04x09,true,TC04,1,1
3696,3,42245,control,2,6,T208_09,0,2,9,T207_09,3.0,T209_09a,1223.0,TC04x09,true,TC04,1,0
3697,2,12946,high,2,4,T208_09,1,2,9,T207_09,5.0,T209_09a,3863.0,TC04x09,true,TC04,1,1
3698,1,79469,low,2,2,T208_09,1,2,9,T207_09,6.0,T209_09a,1446.0,TC04x09,true,TC04,1,1
3699,2,69938,high,2,3,T208_10,0,2,10,T207_10,4.0,T209_10a,1958.0,TC04x10,false,TC04,1,0
3700,1,98506,low,2,1,T208_10,1,2,10,T207_10,6.0,T209_10a,3279.0,TC04x10,true,TC04,1,1
3701,3,15945,control,2,6,T208_10,1,2,10,T207_10,6.0,T209_10a,1833.0,TC04x10,false,TC04,1,1
3702,2,76908,high,2,4,T208_10,0,2,10,T207_10,6.0,T209_10a,3753.0,TC04x10,true,TC04,1,0
3703,2,58701,high,2,4,T208_10,1,2,10,T207_10,4.0,T209_10a,2447.0,TC04x10,true,TC04,1,1
3704,3,44149,control,2,5,T208_10,1,2,10,T207_10,6.0,T209_10a,1296.0,TC04x10,false,TC04,1,1
3705,3,99139,control,2,6,T208_10,1,2,10,T207_10,6.0,T209_10a,2229.0,TC04x10,true,TC04,1,1
3706,1,16696,low,2,2,T208_10,1,2,10,T207_10,5.0,T209_10a,1250.0,TC04x10,true,TC04,1,1
3707,3,33726,control,2,5,T208_10,1,2,10,T207_10,6.0,T209_10a,1037.0,TC04x10,true,TC04,1,1
3708,2,18184,high,2,3,T208_10,1,2,10,T207_10,4.0,T209_10a,940.0,TC04x10,false,TC04,1,1
3709,1,25745,low,2,2,T208_10,1,2,10,T207_10,6.0,T209_10a,2941.0,TC04x10,true,TC04,1,1
3710,3,57556,control,2,6,T208_10,1,2,10,T207_10,6.0,T209_10a,4983.0,TC04x10,false,TC04,1,1
3711,3,48085,control,2,6,T208_10,1,2,10,T207_10,5.0,T209_10a,2011.0,TC04x10,true,TC04,1,1
3712,2,64919,high,2,3,T208_10,0,2,10,T207_10,6.0,T209_10a,1968.0,TC04x10,true,TC04,1,0
3713,1,39747,low,2,1,T208_10,1,2,10,T207_10,4.0,T209_10a,5242.0,TC04x10,true,TC04,1,1
3714,1,84131,low,2,2,T208_10,1,2,10,T207_10,6.0,T209_10a,1300.0,TC04x10,false,TC04,1,1
3715,1,10520,low,2,2,T208_10,1,2,10,T207_10,6.0,T209_10a,3095.0,TC04x10,true,TC04,1,1
3716,3,36326,control,2,7,T208_10,1,2,10,T207_10,6.0,T209_10a,2146.0,TC04x10,true,TC04,1,1
3717,2,45039,high,2,3,T208_10,1,2,10,T207_10,6.0,T209_10a,1904.0,TC04x10,true,TC04,1,1
3718,1,17217,low,2,1,T208_10,1,2,10,T207_10,6.0,T209_10a,5730.0,TC04x10,true,TC04,1,1
3719,1,76985,low,2,2,T208_10,0,2,10,T207_10,1.0,T209_10a,953.0,TC04x10,false,TC04,1,0
3720,2,83502,high,2,3,T208_10,1,2,10,T207_10,6.0,T209_10a,1301.0,TC04x10,true,TC04,1,1
3721,3,7812,control,2,6,T208_10,1,2,10,T207_10,6.0,T209_10a,1633.0,TC04x10,false,TC04,1,1
3722,1,97420,low,2,1,T208_10,1,2,10,T207_10,4.0,T209_10a,9368.0,TC04x10,true,TC04,1,1
3723,3,42490,control,2,6,T208_10,0,2,10,T207_10,3.0,T209_10a,4062.0,TC04x10,true,TC04,1,0
3724,1,24922,low,2,2,T208_10,1,2,10,T207_10,6.0,T209_10a,2914.0,TC04x10,false,TC04,1,1
3725,1,74774,low,2,2,T208_10,0,2,10,T207_10,5.0,T209_10a,1864.0,TC04x10,true,TC04,1,0
3726,2,35764,high,2,3,T208_10,1,2,10,T207_10,6.0,T209_10a,4336.0,TC04x10,false,TC04,1,1
3727,3,24491,control,2,6,T208_10,1,2,10,T207_10,6.0,T209_10a,1512.0,TC04x10,true,TC04,1,1
3728,2,47004,high,2,3,T208_10,1,2,10,T207_10,5.0,T209_10a,1592.0,TC04x10,true,TC04,1,1
3729,1,47438,low,2,2,T208_10,1,2,10,T207_10,6.0,T209_10a,1810.0,TC04x10,true,TC04,1,1
3730,1,4124,low,2,2,T208_10,1,2,10,T207_10,5.0,T209_10a,4069.0,TC04x10,true,TC04,1,1
3731,2,70540,high,2,4,T208_10,0,2,10,T207_10,2.0,T209_10a,2264.0,TC04x10,false,TC04,1,0
3732,2,58652,high,2,3,T208_10,0,2,10,T207_10,6.0,T209_10a,1236.0,TC04x10,false,TC04,1,0
3733,3,2658,control,2,5,T208_10,0,2,10,T207_10,5.0,T209_10a,3755.0,TC04x10,true,TC04,1,0
3734,3,68838,control,2,6,T208_10,0,2,10,T207_10,5.0,T209_10a,1594.0,TC04x10,true,TC04,1,0
3735,1,33617,low,2,1,T208_10,0,2,10,T207_10,2.0,T209_10a,1562.0,TC04x10,false,TC04,1,0
3736,2,43129,high,2,4,T208_10,1,2,10,T207_10,6.0,T209_10a,1789.0,TC04x10,false,TC04,1,1
3737,1,44306,low,2,2,T208_10,1,2,10,T207_10,6.0,T209_10a,10449.0,TC04x10,true,TC04,1,1
3738,3,42245,control,2,6,T208_10,0,2,10,T207_10,5.0,T209_10a,1092.0,TC04x10,true,TC04,1,0
3739,2,12946,high,2,4,T208_10,1,2,10,T207_10,4.0,T209_10a,1744.0,TC04x10,false,TC04,1,1
3740,1,79469,low,2,2,T208_10,1,2,10,T207_10,6.0,T209_10a,2977.0,TC04x10,true,TC04,1,1
3741,2,69938,high,2,3,T208_11,1,2,11,T207_11,4.0,T209_11a,6072.0,TC04x11,true,TC04,1,1
3742,1,98506,low,2,1,T208_11,1,2,11,T207_11,6.0,T209_11a,11906.0,TC04x11,true,TC04,1,1
3743,3,15945,control,2,6,T208_11,0,2,11,T207_11,2.0,T209_11a,3849.0,TC04x11,true,TC04,1,0
3744,2,76908,high,2,4,T208_11,1,2,11,T207_11,6.0,T209_11a,8608.0,TC04x11,true,TC04,1,1
3745,2,58701,high,2,4,T208_11,0,2,11,T207_11,5.0,T209_11a,2531.0,TC04x11,true,TC04,1,0
3746,3,44149,control,2,5,T208_11,1,2,11,T207_11,5.0,T209_11a,4185.0,TC04x11,false,TC04,1,1
3747,3,99139,control,2,6,T208_11,0,2,11,T207_11,6.0,T209_11a,3464.0,TC04x11,true,TC04,1,0
3748,1,16696,low,2,2,T208_11,0,2,11,T207_11,2.0,T209_11a,1564.0,TC04x11,false,TC04,1,0
3749,3,33726,control,2,5,T208_11,1,2,11,T207_11,6.0,T209_11a,8249.0,TC04x11,true,TC04,1,1
3750,2,18184,high,2,3,T208_11,0,2,11,T207_11,6.0,T209_11a,1212.0,TC04x11,false,TC04,1,0
3751,1,25745,low,2,2,T208_11,1,2,11,T207_11,6.0,T209_11a,5228.0,TC04x11,true,TC04,1,1
3752,3,57556,control,2,6,T208_11,1,2,11,T207_11,6.0,T209_11a,31736.0,TC04x11,true,TC04,1,1
3753,3,48085,control,2,6,T208_11,1,2,11,T207_11,6.0,T209_11a,3217.0,TC04x11,true,TC04,1,1
3754,2,64919,high,2,3,T208_11,1,2,11,T207_11,6.0,T209_11a,2496.0,TC04x11,false,TC04,1,1
3755,1,39747,low,2,1,T208_11,1,2,11,T207_11,6.0,T209_11a,18561.0,TC04x11,true,TC04,1,1
3756,1,84131,low,2,2,T208_11,0,2,11,T207_11,2.0,T209_11a,6371.0,TC04x11,true,TC04,1,0
3757,1,10520,low,2,2,T208_11,1,2,11,T207_11,5.0,T209_11a,7293.0,TC04x11,true,TC04,1,1
3758,3,36326,control,2,7,T208_11,1,2,11,T207_11,6.0,T209_11a,6020.0,TC04x11,true,TC04,1,1
3759,2,45039,high,2,3,T208_11,1,2,11,T207_11,5.0,T209_11a,938.0,TC04x11,false,TC04,1,1
3760,1,17217,low,2,1,T208_11,0,2,11,T207_11,2.0,T209_11a,14926.0,TC04x11,true,TC04,1,0
3761,1,76985,low,2,2,T208_11,1,2,11,T207_11,6.0,T209_11a,3449.0,TC04x11,true,TC04,1,1
3762,2,83502,high,2,3,T208_11,1,2,11,T207_11,6.0,T209_11a,8948.0,TC04x11,false,TC04,1,1
3763,3,7812,control,2,6,T208_11,0,2,11,T207_11,4.0,T209_11a,3082.0,TC04x11,true,TC04,1,0
3764,1,97420,low,2,1,T208_11,0,2,11,T207_11,3.0,T209_11a,4992.0,TC04x11,false,TC04,1,0
3765,3,42490,control,2,6,T208_11,1,2,11,T207_11,6.0,T209_11a,7028.0,TC04x11,true,TC04,1,1
3766,1,24922,low,2,2,T208_11,0,2,11,T207_11,6.0,T209_11a,5108.0,TC04x11,true,TC04,1,0
3767,1,74774,low,2,2,T208_11,0,2,11,T207_11,5.0,T209_11a,3704.0,TC04x11,true,TC04,1,0
3768,2,35764,high,2,3,T208_11,1,2,11,T207_11,6.0,T209_11a,7362.0,TC04x11,true,TC04,1,1
3769,3,24491,control,2,6,T208_11,1,2,11,T207_11,6.0,T209_11a,3128.0,TC04x11,true,TC04,1,1
3770,2,47004,high,2,3,T208_11,1,2,11,T207_11,4.0,T209_11a,3632.0,TC04x11,true,TC04,1,1
3771,1,47438,low,2,2,T208_11,0,2,11,T207_11,2.0,T209_11a,2844.0,TC04x11,true,TC04,1,0
3772,1,4124,low,2,2,T208_11,1,2,11,T207_11,4.0,T209_11a,15295.0,TC04x11,false,TC04,1,1
3773,2,70540,high,2,4,T208_11,0,2,11,T207_11,5.0,T209_11a,2287.0,TC04x11,true,TC04,1,0
3774,2,58652,high,2,3,T208_11,0,2,11,T207_11,6.0,T209_11a,2835.0,TC04x11,false,TC04,1,0
3775,3,2658,control,2,5,T208_11,1,2,11,T207_11,4.0,T209_11a,5707.0,TC04x11,true,TC04,1,1
3776,3,68838,control,2,6,T208_11,0,2,11,T207_11,1.0,T209_11a,3307.0,TC04x11,true,TC04,1,0
3777,1,33617,low,2,1,T208_11,1,2,11,T207_11,5.0,T209_11a,2865.0,TC04x11,true,TC04,1,1
3778,2,43129,high,2,4,T208_11,1,2,11,T207_11,6.0,T209_11a,2726.0,TC04x11,false,TC04,1,1
3779,1,44306,low,2,2,T208_11,1,2,11,T207_11,6.0,T209_11a,23480.0,TC04x11,true,TC04,1,1
3780,3,42245,control,2,6,T208_11,0,2,11,T207_11,5.0,T209_11a,1182.0,TC04x11,false,TC04,1,0
3781,2,12946,high,2,4,T208_11,1,2,11,T207_11,5.0,T209_11a,5524.0,TC04x11,true,TC04,1,1
3782,1,79469,low,2,2,T208_11,1,2,11,T207_11,6.0,T209_11a,3424.0,TC04x11,false,TC04,1,1
3783,2,69938,high,2,3,T208_12,0,2,12,T207_12,5.0,T209_12a,1550.0,TC04x12,true,TC04,1,0
3784,1,98506,low,2,1,T208_12,1,2,12,T207_12,6.0,T209_12a,1955.0,TC04x12,true,TC04,1,1
3785,3,15945,control,2,6,T208_12,0,2,12,T207_12,1.0,T209_12a,1901.0,TC04x12,true,TC04,1,0
3786,2,76908,high,2,4,T208_12,1,2,12,T207_12,6.0,T209_12a,2640.0,TC04x12,true,TC04,1,1
3787,2,58701,high,2,4,T208_12,1,2,12,T207_12,6.0,T209_12a,1360.0,TC04x12,true,TC04,1,1
3788,3,44149,control,2,5,T208_12,1,2,12,T207_12,6.0,T209_12a,869.0,TC04x12,true,TC04,1,1
3789,3,99139,control,2,6,T208_12,1,2,12,T207_12,4.0,T209_12a,1759.0,TC04x12,true,TC04,1,1
3790,1,16696,low,2,2,T208_12,0,2,12,T207_12,2.0,T209_12a,717.0,TC04x12,false,TC04,1,0
3791,3,33726,control,2,5,T208_12,1,2,12,T207_12,6.0,T209_12a,1570.0,TC04x12,true,TC04,1,1
3792,2,18184,high,2,3,T208_12,1,2,12,T207_12,5.0,T209_12a,1305.0,TC04x12,true,TC04,1,1
3793,1,25745,low,2,2,T208_12,1,2,12,T207_12,6.0,T209_12a,829.0,TC04x12,false,TC04,1,1
3794,3,57556,control,2,6,T208_12,1,2,12,T207_12,6.0,T209_12a,2732.0,TC04x12,true,TC04,1,1
3795,3,48085,control,2,6,T208_12,1,2,12,T207_12,6.0,T209_12a,1091.0,TC04x12,true,TC04,1,1
3796,2,64919,high,2,3,T208_12,1,2,12,T207_12,6.0,T209_12a,2381.0,TC04x12,true,TC04,1,1
3797,1,39747,low,2,1,T208_12,0,2,12,T207_12,1.0,T209_12a,2595.0,TC04x12,true,TC04,1,0
3798,1,84131,low,2,2,T208_12,0,2,12,T207_12,5.0,T209_12a,1164.0,TC04x12,true,TC04,1,0
3799,1,10520,low,2,2,T208_12,1,2,12,T207_12,1.0,T209_12a,2444.0,TC04x12,false,TC04,1,1
3800,3,36326,control,2,7,T208_12,1,2,12,T207_12,6.0,T209_12a,1534.0,TC04x12,true,TC04,1,1
