"Participant","Partner","Stakes","Context","Trustworthiness","Risk"
363,"hu","HS","fin",6.11111111111111,2
363,"AI","HS","fin",5.11111111111111,3
364,"hu","LS","fin",6.88888888888889,5
364,"AI","LS","fin",5.55555555555556,4
364,"hu","HS","fin",6.44444444444444,5
364,"AI","HS","fin",6,4
365,"hu","LS","fin",5,5
365,"AI","LS","fin",3,6
365,"hu","HS","fin",1,4
365,"AI","HS","fin",1,6
366,"hu","LS","fin",5.88888888888889,2
366,"AI","LS","fin",5.33333333333333,3
366,"hu","HS","fin",6.11111111111111,6
366,"AI","HS","fin",5.66666666666667,6
367,"hu","LS","fin",6.11111111111111,2
367,"AI","LS","fin",4.88888888888889,2
367,"hu","HS","fin",5.77777777777778,1
367,"AI","HS","fin",4.22222222222222,5
368,"hu","LS","fin",7,5
368,"AI","LS","fin",7,3
368,"hu","HS","fin",7,6
368,"AI","HS","fin",7,1
369,"hu","LS","fin",5,5
369,"AI","LS","fin",4,5
369,"hu","HS","fin",5,5
369,"AI","HS","fin",5,5
370,"hu","LS","fin",6.22222222222222,5
370,"AI","LS","fin",3.77777777777778,3
370,"hu","HS","fin",6.33333333333333,1
370,"AI","HS","fin",1.88888888888889,7
371,"hu","LS","fin",6.11111111111111,1
371,"AI","LS","fin",5.88888888888889,2
371,"hu","HS","fin",6,2
371,"AI","HS","fin",5.33333333333333,6
372,"hu","LS","fin",7,1
372,"AI","LS","fin",3.44444444444444,7
372,"hu","HS","fin",7,1
372,"AI","HS","fin",5.33333333333333,7
373,"hu","LS","fin",7,2
373,"AI","LS","fin",6.66666666666667,2
373,"hu","HS","fin",7,1
373,"AI","HS","fin",6.44444444444444,1
374,"hu","LS","fin",7,1
374,"AI","LS","fin",5,5
374,"hu","HS","fin",6.11111111111111,3
374,"AI","HS","fin",5.33333333333333,5
375,"hu","LS","fin",6.22222222222222,2
375,"AI","LS","fin",5.77777777777778,2
375,"hu","HS","fin",5.88888888888889,3
375,"AI","HS","fin",5.22222222222222,5
376,"hu","LS","fin",7,4
376,"AI","LS","fin",4.44444444444444,4
376,"hu","HS","fin",7,3
376,"AI","HS","fin",5.44444444444444,4
377,"hu","LS","fin",4.66666666666667,4
377,"AI","LS","fin",5.44444444444444,4
377,"hu","HS","fin",5.22222222222222,5
377,"AI","HS","fin",5.22222222222222,5
378,"hu","LS","fin",6,2
378,"AI","LS","fin",5,6
378,"hu","HS","fin",6,2
378,"AI","HS","fin",5,6
379,"hu","LS","fin",5.88888888888889,1
379,"AI","LS","fin",4.66666666666667,2
379,"hu","HS","fin",5.44444444444444,3
379,"AI","HS","fin",4.33333333333333,4
380,"hu","LS","fin",6.33333333333333,1
380,"AI","LS","fin",5,2
380,"hu","HS","fin",6.66666666666667,1
380,"AI","HS","fin",5.77777777777778,2
381,"hu","LS","fin",6.22222222222222,1
381,"AI","LS","fin",5.77777777777778,1
381,"hu","HS","fin",6,7
381,"AI","HS","fin",5.55555555555556,7
382,"hu","LS","fin",6,2
382,"AI","LS","fin",3.88888888888889,3
382,"hu","HS","fin",6,2
382,"AI","HS","fin",4.11111111111111,4
383,"hu","LS","fin",6.33333333333333,1
383,"AI","LS","fin",6.11111111111111,2
383,"hu","HS","fin",6.44444444444444,2
383,"AI","HS","fin",5,7
384,"hu","LS","fin",6.77777777777778,2
384,"AI","LS","fin",6,3
384,"hu","HS","fin",6.22222222222222,3
384,"AI","HS","fin",6.44444444444444,3
385,"hu","LS","fin",6,6
385,"AI","LS","fin",7,4
385,"hu","HS","fin",5.77777777777778,6
385,"AI","HS","fin",7,7
386,"hu","LS","fin",6.77777777777778,2
386,"AI","LS","fin",5.77777777777778,5
386,"hu","HS","fin",7,2
386,"AI","HS","fin",7,2
387,"hu","LS","fin",6.33333333333333,2
387,"AI","LS","fin",4.11111111111111,5
387,"hu","HS","fin",6.33333333333333,2
387,"AI","HS","fin",4.11111111111111,6
388,"hu","LS","fin",5.66666666666667,4
388,"AI","LS","fin",3.55555555555556,6
388,"hu","HS","fin",5,5
388,"AI","HS","fin",7,7
389,"hu","LS","fin",5.88888888888889,1
389,"AI","LS","fin",4.11111111111111,2
389,"hu","HS","fin",6.11111111111111,1
389,"AI","HS","fin",4.22222222222222,2
390,"hu","LS","fin",5.44444444444444,1
390,"AI","LS","fin",4.77777777777778,1
390,"hu","HS","fin",5.33333333333333,7
390,"AI","HS","fin",4.66666666666667,6
391,"hu","LS","fin",6.66666666666667,3
391,"AI","LS","fin",5.44444444444444,5
391,"hu","HS","fin",6.77777777777778,3
391,"AI","HS","fin",4.88888888888889,5
392,"hu","LS","fin",5.22222222222222,3
392,"AI","LS","fin",5.55555555555556,3
392,"hu","HS","fin",5,2
392,"AI","HS","fin",5,2
393,"hu","LS","fin",5.44444444444444,5
393,"AI","LS","fin",4.22222222222222,5
393,"hu","HS","fin",5.44444444444444,5
393,"AI","HS","fin",3.11111111111111,6
394,"hu","LS","fin",4.33333333333333,5
394,"AI","LS","fin",4.44444444444444,5
394,"hu","HS","fin",4.55555555555556,3
394,"AI","HS","fin",4.55555555555556,3
395,"hu","LS","fin",5.44444444444444,1
395,"AI","LS","fin",3.55555555555556,7
395,"hu","HS","fin",5.66666666666667,2
395,"AI","HS","fin",3.55555555555556,7
396,"hu","LS","fin",5.88888888888889,5
396,"AI","LS","fin",5.77777777777778,5
396,"hu","HS","fin",5.88888888888889,5
396,"AI","HS","fin",6.66666666666667,6
397,"hu","LS","fin",4.33333333333333,6
397,"AI","LS","fin",4,5
397,"hu","HS","fin",5.44444444444444,6
397,"AI","HS","fin",4.11111111111111,5
398,"hu","LS","fin",5.88888888888889,5
398,"AI","LS","fin",4.44444444444444,4
398,"hu","HS","fin",5,6
398,"AI","HS","fin",3.44444444444444,6
399,"hu","LS","fin",6.22222222222222,1
399,"AI","LS","fin",4.33333333333333,5
399,"hu","HS","fin",6.33333333333333,1
399,"AI","HS","fin",3.33333333333333,7
400,"hu","LS","fin",6.77777777777778,3
400,"AI","LS","fin",5.77777777777778,6
400,"hu","HS","fin",7,2
400,"AI","HS","fin",5.55555555555556,5
401,"hu","LS","fin",6.44444444444444,1
401,"AI","LS","fin",6.11111111111111,1
401,"hu","HS","fin",6.66666666666667,2
401,"AI","HS","fin",5.11111111111111,3
402,"hu","LS","fin",5.33333333333333,4
402,"AI","LS","fin",5.33333333333333,4
402,"hu","HS","fin",5.33333333333333,5
402,"AI","HS","fin",5.11111111111111,6
403,"hu","LS","fin",5.33333333333333,3
403,"AI","LS","fin",2.33333333333333,7
403,"hu","HS","fin",5.66666666666667,2
403,"AI","HS","fin",2.11111111111111,7
404,"hu","LS","fin",5.22222222222222,1
404,"AI","LS","fin",5.11111111111111,1
404,"hu","HS","fin",4.55555555555556,3
404,"AI","HS","fin",5.33333333333333,2
405,"hu","LS","fin",6.11111111111111,2
405,"AI","LS","fin",5.44444444444444,5
405,"hu","HS","fin",6.55555555555556,2
405,"AI","HS","fin",4,5
406,"hu","LS","fin",4.66666666666667,5
406,"AI","LS","fin",4.11111111111111,3
406,"hu","HS","fin",4.66666666666667,5
406,"AI","HS","fin",3.88888888888889,3
407,"hu","LS","fin",4.44444444444444,6
407,"AI","LS","fin",3.44444444444444,6
407,"hu","HS","fin",3.33333333333333,5
407,"AI","HS","fin",5.44444444444444,6
408,"hu","LS","fin",5,5
408,"AI","LS","fin",2,2
408,"hu","HS","fin",4.11111111111111,6
408,"AI","HS","fin",3,2
409,"hu","LS","fin",6,3
409,"AI","LS","fin",4.33333333333333,3
409,"hu","HS","fin",6,3
409,"AI","HS","fin",4.88888888888889,3
410,"hu","LS","fin",5.33333333333333,2
410,"AI","LS","fin",5.33333333333333,2
410,"hu","HS","fin",5.33333333333333,3
410,"AI","HS","fin",5,3
411,"hu","LS","fin",6.22222222222222,6
411,"AI","LS","fin",3.66666666666667,6
411,"hu","HS","fin",6.22222222222222,2
411,"AI","HS","fin",6.11111111111111,2
412,"hu","LS","fin",4.88888888888889,4
412,"AI","LS","fin",4.88888888888889,4
412,"hu","HS","fin",5.66666666666667,5
412,"AI","HS","fin",4.44444444444444,6
413,"hu","LS","fin",5.55555555555556,3
413,"AI","LS","fin",3.33333333333333,3
413,"hu","HS","fin",5.44444444444444,5
413,"AI","HS","fin",3.44444444444444,5
414,"hu","LS","fin",6.44444444444444,2
414,"AI","LS","fin",4.77777777777778,2
414,"hu","HS","fin",6.11111111111111,3
414,"AI","HS","fin",5.33333333333333,5
415,"hu","LS","fin",6,1
415,"AI","LS","fin",4.66666666666667,3
415,"hu","HS","fin",7,1
415,"AI","HS","fin",5.11111111111111,3
416,"hu","LS","fin",6,4
416,"AI","LS","fin",6,4
416,"hu","HS","fin",6,4
416,"AI","HS","fin",6,4
417,"hu","LS","fin",4.77777777777778,6
417,"AI","LS","fin",3.44444444444444,2
417,"hu","HS","fin",3.55555555555556,3
417,"AI","HS","fin",3.55555555555556,6
418,"hu","LS","fin",5,6
418,"AI","LS","fin",3.88888888888889,7
418,"hu","HS","fin",5,6
418,"AI","HS","fin",3.55555555555556,6
419,"hu","LS","fin",7,1
419,"AI","LS","fin",5.55555555555556,2
419,"hu","HS","fin",7,1
419,"AI","HS","fin",4.77777777777778,2
420,"hu","LS","fin",5.55555555555556,6
420,"AI","LS","fin",4.44444444444444,5
420,"hu","HS","fin",5.44444444444444,6
420,"AI","HS","fin",4.33333333333333,5
421,"hu","LS","fin",4,6
421,"AI","LS","fin",4,6
421,"hu","HS","fin",4,7
421,"AI","HS","fin",4,7
422,"hu","LS","fin",5.33333333333333,2
422,"AI","LS","fin",5,3
422,"hu","HS","fin",5.11111111111111,1
422,"AI","HS","fin",3.44444444444444,5
423,"hu","LS","fin",5.44444444444444,3
423,"AI","LS","fin",5.11111111111111,4
423,"hu","HS","fin",5.33333333333333,2
423,"AI","HS","fin",4.88888888888889,3
424,"hu","LS","fin",5.33333333333333,2
424,"AI","LS","fin",4.77777777777778,4
424,"hu","HS","fin",5,3
424,"AI","HS","fin",5.33333333333333,6
425,"hu","LS","fin",6,3
425,"AI","LS","fin",5.77777777777778,3
425,"hu","HS","fin",6.33333333333333,6
425,"AI","HS","fin",5.11111111111111,7
426,"hu","LS","fin",6,1
426,"AI","LS","fin",3.55555555555556,6
426,"hu","HS","fin",6.11111111111111,1
426,"AI","HS","fin",2.77777777777778,7
427,"hu","LS","fin",5.55555555555556,2
427,"AI","LS","fin",3.55555555555556,4
427,"hu","HS","fin",5.55555555555556,2
427,"AI","HS","fin",3.33333333333333,5
428,"hu","LS","fin",4.44444444444444,2
428,"AI","LS","fin",2.55555555555556,2
428,"hu","HS","fin",5.22222222222222,3
428,"AI","HS","fin",3.55555555555556,3
429,"hu","LS","fin",6,2
429,"AI","LS","fin",4.22222222222222,3
429,"hu","HS","fin",6,6
429,"AI","HS","fin",4.55555555555556,3
430,"hu","LS","fin",6.22222222222222,2
430,"AI","LS","fin",7,1
430,"hu","HS","fin",6.77777777777778,2
430,"AI","HS","fin",7,2
431,"hu","LS","fin",5.88888888888889,3
431,"AI","LS","fin",3.33333333333333,3
431,"hu","HS","fin",6,3
431,"AI","HS","fin",3.66666666666667,2
432,"hu","LS","fin",6.66666666666667,1
432,"AI","LS","fin",5.22222222222222,2
432,"hu","HS","fin",6,5
432,"AI","HS","fin",6,6
433,"hu","LS","fin",6.55555555555556,1
433,"AI","LS","fin",6.44444444444444,1
433,"hu","HS","fin",6.33333333333333,1
433,"AI","HS","fin",6.11111111111111,2
434,"hu","LS","fin",5.77777777777778,3
434,"AI","LS","fin",6.11111111111111,2
434,"hu","HS","fin",6.66666666666667,1
434,"AI","HS","fin",5.55555555555556,2
435,"hu","LS","fin",7,2
435,"AI","LS","fin",6.11111111111111,2
435,"hu","HS","fin",7,1
435,"AI","HS","fin",6.66666666666667,2
436,"hu","LS","fin",2.33333333333333,3
436,"AI","LS","fin",3.44444444444444,5
436,"hu","HS","fin",1.55555555555556,3
436,"AI","HS","fin",2.77777777777778,5
437,"hu","LS","fin",6.77777777777778,2
437,"AI","LS","fin",4.88888888888889,2
437,"hu","HS","fin",7,1
437,"AI","HS","fin",4.33333333333333,3
438,"hu","LS","fin",5.44444444444444,3
438,"AI","LS","fin",3.11111111111111,6
438,"hu","HS","fin",6,4
438,"AI","HS","fin",2.11111111111111,6
439,"hu","LS","fin",4.66666666666667,2
439,"AI","LS","fin",4.22222222222222,2
439,"hu","HS","fin",4.66666666666667,3
439,"AI","HS","fin",4.22222222222222,5
440,"hu","LS","fin",5,4
440,"AI","LS","fin",3.22222222222222,4
440,"hu","HS","fin",5.22222222222222,5
440,"AI","HS","fin",3.22222222222222,7
441,"hu","LS","fin",6.88888888888889,3
441,"AI","LS","fin",6.88888888888889,2
441,"hu","HS","fin",6.88888888888889,6
441,"AI","HS","fin",6.33333333333333,4
442,"hu","LS","fin",3.44444444444444,2
442,"AI","LS","fin",3.88888888888889,5
442,"hu","HS","fin",4.88888888888889,2
442,"AI","HS","fin",3,6
443,"hu","LS","fin",7,6
443,"AI","LS","fin",7,5
443,"hu","HS","fin",7,6
443,"AI","HS","fin",4.66666666666667,5
444,"hu","LS","fin",6,1
444,"AI","LS","fin",3,6
444,"hu","HS","fin",5.77777777777778,1
444,"AI","HS","fin",2.66666666666667,7
445,"hu","LS","fin",7,5
445,"AI","LS","fin",4.44444444444444,3
445,"hu","HS","fin",7,3
445,"AI","HS","fin",5,5
446,"hu","LS","fin",5.33333333333333,2
446,"AI","LS","fin",4.44444444444444,4
446,"hu","HS","fin",5.44444444444444,4
446,"AI","HS","fin",4.55555555555556,6
447,"hu","LS","fin",5.66666666666667,1
447,"AI","LS","fin",5.33333333333333,2
447,"hu","HS","fin",5.77777777777778,1
447,"AI","HS","fin",4.66666666666667,2
448,"hu","LS","fin",5.33333333333333,2
448,"AI","LS","fin",5.22222222222222,3
448,"hu","HS","fin",5.88888888888889,2
448,"AI","HS","fin",4.66666666666667,3
449,"hu","LS","fin",6.66666666666667,5
449,"AI","LS","fin",5.22222222222222,6
449,"hu","HS","fin",6,5
449,"AI","HS","fin",4.55555555555556,6
450,"hu","LS","fin",6.66666666666667,1
450,"AI","LS","fin",6,2
450,"hu","HS","fin",5.55555555555556,2
450,"AI","HS","fin",4.55555555555556,3
451,"hu","LS","fin",6.11111111111111,2
451,"AI","LS","fin",5.11111111111111,1
451,"hu","HS","fin",6.44444444444444,3
451,"AI","HS","fin",4.66666666666667,1
452,"hu","LS","fin",7,2
452,"AI","LS","fin",6.55555555555556,2
452,"hu","HS","fin",7,2
452,"AI","HS","fin",6.22222222222222,4
453,"hu","LS","fin",5.33333333333333,5
453,"AI","LS","fin",5.77777777777778,6
453,"hu","HS","fin",4.44444444444444,6
453,"AI","HS","fin",5.66666666666667,5
454,"hu","LS","fin",6.33333333333333,2
454,"AI","LS","fin",5.55555555555556,5
454,"hu","HS","fin",6.33333333333333,3
454,"AI","HS","fin",5.33333333333333,6
455,"hu","LS","fin",4.55555555555556,4
455,"AI","LS","fin",4.66666666666667,4
455,"hu","HS","fin",4.22222222222222,5
455,"AI","HS","fin",4.88888888888889,5
456,"hu","LS","fin",7,1
456,"AI","LS","fin",3,6
456,"hu","HS","fin",7,7
456,"AI","HS","fin",3,1
457,"hu","LS","fin",6.55555555555556,2
457,"AI","LS","fin",6.22222222222222,1
457,"hu","HS","fin",6.44444444444444,1
457,"AI","HS","fin",6.55555555555556,1
458,"hu","LS","fin",6.33333333333333,1
458,"AI","LS","fin",4.77777777777778,5
458,"hu","HS","fin",6,1
458,"AI","HS","fin",4.55555555555556,7
459,"hu","LS","fin",4.77777777777778,1
459,"AI","LS","fin",3,7
459,"hu","HS","fin",4.88888888888889,1
459,"AI","HS","fin",3.22222222222222,7
460,"hu","LS","fin",4.22222222222222,3
460,"AI","LS","fin",4.66666666666667,3
460,"hu","HS","fin",6.22222222222222,3
460,"AI","HS","fin",4.77777777777778,2
461,"hu","LS","fin",5.44444444444444,5
461,"AI","LS","fin",3.77777777777778,6
461,"hu","HS","fin",5.33333333333333,5
461,"AI","HS","fin",4.88888888888889,6
462,"hu","LS","fin",6,2
462,"AI","LS","fin",4.66666666666667,2
462,"hu","HS","fin",5.11111111111111,5
462,"AI","HS","fin",5,3
463,"hu","LS","fin",6.88888888888889,1
463,"AI","LS","fin",5.88888888888889,2
463,"hu","HS","fin",7,1
463,"AI","HS","fin",5.44444444444444,7
464,"hu","LS","fin",6.55555555555556,2
464,"AI","LS","fin",5,5
464,"hu","HS","fin",6.77777777777778,1
464,"AI","HS","fin",3.44444444444444,5
465,"hu","LS","fin",4.22222222222222,2
465,"AI","LS","fin",4.22222222222222,2
465,"hu","HS","fin",4.44444444444444,5
465,"AI","HS","fin",4.11111111111111,5
466,"hu","LS","fin",4.88888888888889,3
466,"AI","LS","fin",4.66666666666667,1
466,"hu","HS","fin",5,3
466,"AI","HS","fin",3.11111111111111,6
467,"hu","LS","fin",5,1
467,"AI","LS","fin",4.88888888888889,1
467,"hu","HS","fin",5.77777777777778,1
467,"AI","HS","fin",4.55555555555556,2
468,"hu","LS","fin",6.88888888888889,1
468,"AI","LS","fin",5.44444444444444,3
468,"hu","HS","fin",7,1
468,"AI","HS","fin",5.11111111111111,3
469,"hu","LS","fin",5.77777777777778,2
469,"AI","LS","fin",3.66666666666667,5
469,"hu","HS","fin",5.22222222222222,6
469,"AI","HS","fin",3.55555555555556,3
470,"hu","LS","fin",6,2
470,"AI","LS","fin",4.77777777777778,5
470,"hu","HS","fin",5.22222222222222,3
470,"AI","HS","fin",6.33333333333333,4
471,"hu","LS","fin",7,5
471,"AI","LS","fin",5.66666666666667,6
471,"hu","HS","fin",7,5
471,"AI","HS","fin",5.22222222222222,5
472,"hu","LS","fin",4.66666666666667,3
472,"AI","LS","fin",4.88888888888889,4
472,"hu","HS","fin",4.44444444444444,4
472,"AI","HS","fin",4.44444444444444,5
473,"hu","LS","fin",6.33333333333333,2
473,"AI","LS","fin",4.77777777777778,3
473,"hu","HS","fin",6.22222222222222,1
473,"AI","HS","fin",4.77777777777778,2
474,"hu","LS","fin",5.77777777777778,2
474,"AI","LS","fin",7,1
474,"hu","HS","fin",6,3
474,"AI","HS","fin",6.55555555555556,2
475,"hu","LS","fin",6,2
475,"AI","LS","fin",4.22222222222222,6
475,"hu","HS","fin",6,2
475,"AI","HS","fin",3.66666666666667,6
476,"hu","LS","fin",3.88888888888889,4
476,"AI","LS","fin",3.11111111111111,4
476,"hu","HS","fin",4.22222222222222,4
476,"AI","HS","fin",3,4
477,"hu","LS","fin",5.88888888888889,2
477,"AI","LS","fin",4.55555555555556,3
477,"hu","HS","fin",6,2
477,"AI","HS","fin",5.66666666666667,2
478,"hu","LS","fin",5.11111111111111,2
478,"AI","LS","fin",5.11111111111111,2
478,"hu","HS","fin",5.33333333333333,3
478,"AI","HS","fin",4.33333333333333,5
479,"hu","LS","fin",4.11111111111111,5
479,"AI","LS","fin",4,5
479,"hu","HS","fin",3.88888888888889,5
479,"AI","HS","fin",4.11111111111111,5
480,"hu","LS","fin",5.66666666666667,3
480,"AI","LS","fin",5.33333333333333,2
480,"hu","HS","fin",5.33333333333333,3
480,"AI","HS","fin",5.33333333333333,6
481,"hu","LS","fin",5.66666666666667,2
481,"AI","LS","fin",4.22222222222222,3
481,"hu","HS","fin",5.33333333333333,3
481,"AI","HS","fin",3.88888888888889,6
482,"hu","LS","fin",3.66666666666667,5
482,"AI","LS","fin",3.66666666666667,5
482,"hu","HS","fin",4,5
482,"AI","HS","fin",4.55555555555556,3
483,"hu","LS","fin",5.11111111111111,3
483,"AI","LS","fin",4.22222222222222,4
483,"hu","HS","fin",5.11111111111111,3
483,"AI","HS","fin",4,5
484,"hu","LS","fin",6.33333333333333,3
484,"AI","LS","fin",5.11111111111111,4
484,"hu","HS","fin",6.44444444444444,1
484,"AI","HS","fin",4.66666666666667,2
485,"hu","LS","fin",6.11111111111111,2
485,"AI","LS","fin",6.22222222222222,4
485,"hu","HS","fin",4.88888888888889,4
485,"AI","HS","fin",4.33333333333333,3
486,"hu","LS","fin",6,1
486,"AI","LS","fin",5.33333333333333,1
486,"hu","HS","fin",5.33333333333333,3
486,"AI","HS","fin",5.66666666666667,6
487,"hu","LS","fin",5.77777777777778,2
487,"AI","LS","fin",3.77777777777778,4
487,"hu","HS","fin",5.11111111111111,2
487,"AI","HS","fin",3.44444444444444,5
488,"hu","LS","fin",6,2
488,"AI","LS","fin",4.77777777777778,2
488,"hu","HS","fin",5.66666666666667,2
488,"AI","HS","fin",4.77777777777778,2
489,"hu","LS","fin",5.88888888888889,2
489,"AI","LS","fin",5.11111111111111,3
489,"hu","HS","fin",6.22222222222222,5
489,"AI","HS","fin",5,6
490,"hu","LS","fin",7,1
490,"AI","LS","fin",6.66666666666667,1
490,"hu","HS","fin",7,2
490,"AI","HS","fin",4.77777777777778,6
491,"hu","LS","fin",5.88888888888889,4
491,"AI","LS","fin",5.33333333333333,4
491,"hu","HS","fin",5.88888888888889,4
491,"AI","HS","fin",4.44444444444444,5
492,"hu","LS","fin",6.77777777777778,2
492,"AI","LS","fin",4.11111111111111,2
492,"hu","HS","fin",7,2
492,"AI","HS","fin",1.33333333333333,5
493,"hu","LS","fin",5.33333333333333,6
493,"AI","LS","fin",5.77777777777778,6
493,"hu","HS","fin",5.33333333333333,6
493,"AI","HS","fin",5.77777777777778,6
494,"hu","LS","fin",7,4
494,"AI","LS","fin",6.77777777777778,4
494,"hu","HS","fin",7,1
494,"AI","HS","fin",6.88888888888889,3
495,"hu","LS","fin",5.88888888888889,1
495,"AI","LS","fin",5.55555555555556,3
495,"hu","HS","fin",5.88888888888889,1
495,"AI","HS","fin",5.77777777777778,3
496,"hu","LS","fin",6.77777777777778,1
496,"AI","LS","fin",7,1
496,"hu","HS","fin",6.55555555555556,2
496,"AI","HS","fin",6.77777777777778,2
497,"hu","LS","fin",6,2
497,"AI","LS","fin",5,4
497,"hu","HS","fin",6,3
497,"AI","HS","fin",5,4
498,"hu","LS","fin",6.66666666666667,2
498,"AI","LS","fin",5.11111111111111,4
498,"hu","HS","fin",6.44444444444444,2
498,"AI","HS","fin",5.11111111111111,5
499,"hu","LS","fin",5.88888888888889,1
499,"AI","LS","fin",5.44444444444444,2
499,"hu","HS","fin",6.77777777777778,6
499,"AI","HS","fin",7,6
500,"hu","LS","fin",4.55555555555556,5
500,"AI","LS","fin",4.33333333333333,4
500,"hu","HS","fin",5.55555555555556,6
500,"AI","HS","fin",4.11111111111111,4
501,"hu","LS","fin",6.88888888888889,1
501,"AI","LS","fin",6,1
501,"hu","HS","fin",7,1
501,"AI","HS","fin",5.33333333333333,3
502,"hu","LS","fin",5.11111111111111,4
502,"AI","LS","fin",4.33333333333333,4
502,"hu","HS","fin",4.88888888888889,4
502,"AI","HS","fin",4.11111111111111,4
503,"hu","LS","fin",5.11111111111111,3
503,"AI","LS","fin",6.11111111111111,5
503,"hu","HS","fin",6.33333333333333,3
503,"AI","HS","fin",6,5
504,"hu","LS","fin",5.33333333333333,2
504,"AI","LS","fin",4.55555555555556,3
504,"hu","HS","fin",5.44444444444444,3
504,"AI","HS","fin",4.11111111111111,4
505,"hu","LS","fin",7,6
505,"AI","LS","fin",6.88888888888889,7
505,"hu","HS","fin",7,7
505,"AI","HS","fin",7,7
506,"hu","LS","fin",4.11111111111111,5
506,"AI","LS","fin",4,3
506,"hu","HS","fin",4,3
506,"AI","HS","fin",3.77777777777778,5
507,"hu","LS","fin",6.11111111111111,2
507,"AI","LS","fin",3.55555555555556,3
507,"hu","HS","fin",6.33333333333333,1
507,"AI","HS","fin",3.22222222222222,2
508,"hu","LS","fin",6,1
508,"AI","LS","fin",3.88888888888889,4
508,"hu","HS","fin",5.88888888888889,1
508,"AI","HS","fin",4,5
509,"hu","LS","fin",6.33333333333333,1
509,"AI","LS","fin",6.88888888888889,1
509,"hu","HS","fin",6.44444444444444,2
509,"AI","HS","fin",6.11111111111111,1
510,"hu","LS","fin",6.77777777777778,2
510,"AI","LS","fin",5.11111111111111,2
510,"hu","HS","fin",6.44444444444444,2
510,"AI","HS","fin",4.77777777777778,4
511,"hu","LS","fin",6.33333333333333,2
511,"AI","LS","fin",6.44444444444444,1
511,"hu","HS","fin",6.33333333333333,3
511,"AI","HS","fin",6.55555555555556,2
512,"hu","LS","fin",5.22222222222222,2
512,"AI","LS","fin",3.88888888888889,3
512,"hu","HS","fin",5.33333333333333,5
512,"AI","HS","fin",4.44444444444444,6
513,"hu","LS","fin",3.88888888888889,4
513,"AI","LS","fin",3.55555555555556,4
513,"hu","HS","fin",6.44444444444444,4
513,"AI","HS","fin",2.88888888888889,5
514,"hu","LS","fin",5.22222222222222,3
514,"AI","LS","fin",6,1
514,"hu","HS","fin",6.11111111111111,3
514,"AI","HS","fin",4.22222222222222,5
515,"hu","LS","fin",7,1
515,"AI","LS","fin",5.66666666666667,1
515,"hu","HS","fin",7,1
515,"AI","HS","fin",5.88888888888889,1
516,"hu","LS","fin",5.55555555555556,2
516,"AI","LS","fin",5.22222222222222,6
516,"hu","HS","fin",6.11111111111111,2
516,"AI","HS","fin",5.55555555555556,5
517,"hu","LS","fin",6.33333333333333,1
517,"AI","LS","fin",6.33333333333333,2
517,"hu","HS","fin",6.55555555555556,2
517,"AI","HS","fin",6.11111111111111,3
518,"hu","LS","fin",7,2
518,"AI","LS","fin",7,5
518,"hu","HS","fin",7,2
518,"AI","HS","fin",4,6
519,"hu","LS","fin",6,2
519,"AI","LS","fin",5.66666666666667,2
519,"hu","HS","fin",7,2
519,"AI","HS","fin",5.66666666666667,5
520,"hu","LS","fin",7,1
520,"AI","LS","fin",6.66666666666667,2
520,"hu","HS","fin",7,1
520,"AI","HS","fin",6.77777777777778,2
521,"hu","LS","fin",5.77777777777778,3
521,"AI","LS","fin",5.11111111111111,4
521,"hu","HS","fin",5.66666666666667,3
521,"AI","HS","fin",4.11111111111111,4
522,"hu","LS","fin",6.55555555555556,2
522,"AI","LS","fin",5.55555555555556,3
522,"hu","HS","fin",6.88888888888889,1
522,"AI","HS","fin",5.55555555555556,3
523,"hu","LS","fin",5.66666666666667,3
523,"AI","LS","fin",6.55555555555556,3
523,"hu","HS","fin",5.44444444444444,3
523,"AI","HS","fin",6,5
524,"hu","LS","fin",5.11111111111111,2
524,"AI","LS","fin",5.11111111111111,2
524,"hu","HS","fin",6,6
524,"AI","HS","fin",4,4
525,"hu","LS","fin",6.11111111111111,3
525,"AI","LS","fin",4.88888888888889,4
525,"hu","HS","fin",6.11111111111111,2
525,"AI","HS","fin",4.11111111111111,4
526,"hu","LS","fin",5.77777777777778,2
526,"AI","LS","fin",5.77777777777778,2
526,"hu","HS","fin",5.11111111111111,3
526,"AI","HS","fin",5.22222222222222,1
527,"hu","LS","fin",6.88888888888889,1
527,"AI","LS","fin",6.33333333333333,1
527,"hu","HS","fin",6.77777777777778,2
527,"AI","HS","fin",6.44444444444444,2
528,"hu","LS","fin",7,2
528,"AI","LS","fin",6.88888888888889,2
528,"hu","HS","fin",7,2
528,"AI","HS","fin",6.77777777777778,2
529,"hu","LS","fin",4,3
529,"AI","LS","fin",6.88888888888889,2
529,"hu","HS","fin",4.44444444444444,5
529,"AI","HS","fin",6.11111111111111,5
530,"hu","LS","fin",5.44444444444444,6
530,"AI","LS","fin",6.66666666666667,5
530,"hu","HS","fin",4.77777777777778,3
530,"AI","HS","fin",6.88888888888889,6
531,"hu","LS","fin",7,1
531,"AI","LS","fin",7,1
531,"hu","HS","fin",7,1
531,"AI","HS","fin",7,1
532,"hu","LS","fin",4.55555555555556,5
532,"AI","LS","fin",5.77777777777778,3
532,"hu","HS","fin",4.55555555555556,4
532,"AI","HS","fin",5.77777777777778,3
533,"hu","LS","fin",6.55555555555556,6
533,"AI","LS","fin",7,6
